record_id,stock_code,stock_name,asof_date,cluster_id,cluster_distance
a2af15ad9876693b109325ff,000429.SZ,粤高速Ａ,2024-06-30,1,0.9532470107078552
012452616298dd8d5aefcb55,000430.SZ,ST张家界,2024-06-30,1,0.9644483327865601
ea728a0aefb74a93aa558d7d,000488.SZ,ST晨鸣,2024-06-30,2,0.9622215032577515
deb52299cf1ac589a8ac6af5,000498.SZ,山东路桥,2024-06-30,1,0.920190155506134
fab0915315ce4c8c99f7cb7f,000501.SZ,武商集团,2024-06-30,1,0.9409475922584534
ad2c8e4f1a267145e64517bd,000503.SZ,国新健康,2024-06-30,1,0.8846170902252197
e107911cfeacb041b60805de,000504.SZ,*ST生物,2024-06-30,3,0.9454638957977295
de545764d46df4aad5b7adbb,000505.SZ,京粮控股,2024-06-30,3,1.0001111030578613
a7608a62c5ae40a3c13d4228,000506.SZ,招金黄金,2024-06-15,1,1.0235551595687866
4fece5721c848946ac0067e4,000507.SZ,珠海港,2024-06-30,1,0.9680662155151367
5f52b21d80b9d46594a1b921,000509.SZ,华塑控股,2024-06-30,1,0.994121789932251
37a0d05564a58bca77c3faca,000510.SZ,新金路,2024-06-30,2,0.866340696811676
fd28837752d2d70f7a885043,000513.SZ,丽珠集团,2024-06-30,3,0.8282709717750549
c0e2bf86fa3724bcb03e2c1e,000514.SZ,渝开发,2024-06-30,5,0.7014302611351013
a8b19304680972aff1a6b4c6,000516.SZ,国际医学,2024-06-30,1,0.9322999119758606
66c868e2d15d916338ca375e,000517.SZ,荣安地产,2024-06-30,5,0.6703749895095825
92d9242bee3fa9a2b22f167b,001872.SZ,招商港口,2024-06-15,1,0.9758748412132263
3a2f8096a5f4729474cfbdfa,001914.SZ,招商积余,2024-06-30,1,0.9652549624443054
9d634e60cb41589098af9cd7,000518.SZ,*ST四环,2024-06-30,3,0.9190009236335754
840f43c6b652c2fff872eeb3,000519.SZ,中兵红箭,2024-06-30,4,0.9682397246360779
2248f31563f75d633dc77a0b,000520.SZ,凤凰航运,2024-06-15,1,0.9784972667694092
850dfea08d968e875c0da00f,000521.SZ,长虹美菱,2024-06-30,1,1.002089262008667
4b699bab5361513466c79b0e,000523.SZ,红棉股份,2024-06-15,2,0.9494565725326538
